comentario,codigo_semestre,nombre_curso,tipo,topico,semstre_malla,seccion,codigo,semestre,Departamento
"tiene una afición por algunos de sus estudiantes, no sabia explicar coherentemente la materia, también dejando en duda que el se supiera bien la materia, dudaba mucho y se confundía en clases después de explicar cosas que realmente no estaban correctas, en los ejercicios metía mucho ruido, distrayendo a los estudiantes, muy distraído para sus cosas",FI1100-3 - Otoño 2023,Introducción a la Física Moderna,0,Calidad de la Enseñanza,2,3,FI1100, Otoño 2023,Departamento de fisica
"Al inicio del curso no existía pauta para guiarse, nunca se sabía si lo que se hizo estaba bien o mal, entonces, al momento de preguntar a cualquiera de los docentes, tenías indicaciones distintas y comentarios distintos. Entonces se debería mejorar la comunicación entre docentes y también la organización del curso como tal.",CD1100-4 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,4,CD1100, Otoño 2023,Area de innovacion
"Quizás podría adelantar en subir los archivos? No sé si se permite, pero pienso que es bueno se puede subir todos los ppt desde el principio del semestre, lo cual ayuda a algunos que pueden adelantar la materia, y también para hacer el resumen.

O quizás con un temario, lo cual ayuda a planificar mejor los contenidos.",BT1211-1 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,1,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Excelente clase,CC1000-19 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Estilo de Enseñanza y Dinámica de Clases,1,19,CC1000, Otoño 2023,Departamento ciencias de la computación
Buen profesor,MA2001-2 - Otoño 2023,Cálculo en Varias Variables,1,Experiencia Educativa,3,2,MA2001, Otoño 2023,Departamento de ingenieria matematica
"Que no enseñe con PowerPoint y que se anime un poco a dar las clases, que con puro escucharla me quedaba dormido.",IN2201-2 - Otoño 2023,Economía,0,Gestión de Actividades y Evaluaciones,4,2,IN2201, Otoño 2023,Departamento de ingenieria industrial
"No es un aspecto hacia los docentes, si no más bien al curso.

La cantidad de tiempo que se le tenía que dedicar al curso era superior a las horas que se debían utilizar según los créditos que posee el ramo.

El enfoque del curso se sentía que más bien era hacia ing industrial, por lo que muchas veces se sintió que ellos estaban por sobre las personas de plan común en cuanto a conocimiento, considerandolo un tanto como desventajas a las preguntas con puntos que el equipo docente daba.

Debería existir más acompañamiento de los auxiliares.",CD2201-3 - Otoño 2023,Módulo Interdisciplinario,0,Experiencia y Organización del Curso,4,3,CD2201, Otoño 2023,Area de innovacion
"Ninguno, el profe es un siete!",MA2001-3 - Otoño 2023,Cálculo en Varias Variables,0,Reconocimiento a Profesores y Auxiliares,3,3,MA2001, Otoño 2023,Departamento de ingenieria matematica
"Debe ser un poco más didáctico, no tan monótono ni con dudas sobre la materia al explicarla.",BT1211-6 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,6,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Uno de los profes mas cariñosos, y que se nota que de  verdad le importa sus estudiantes, enseña muy bien, y hace ejercicios en clase para que podamos entender. La javi es muy linda",FI1000-7 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,7,FI1000, Otoño 2023,Departamento de fisica
A mi parecer hubo contenidos que él no llegaba a profundizar y a la hora de los auxiliares estos se hacían más complejos de entender.,MA1101-9 - Otoño 2023,Introducción al Álgebra,0,Evaluaciones y Controles,1,9,MA1101, Otoño 2023,Departamento de ingenieria matematica
"- El uso de la pizarra es increible, muy buena letra y orden, buenos dibujos que son escenciales para este curso y muy ordenada para los cálculos, no omite ningún cálculo por muy 'básico' que sea, que ayuda a una mejor compresión de la materia ya vista.



- Explica muy bien lo teórico, dado que no omite pasos en las partes teóricas, con solo leer la pizarra se entiende lo que se lleva haciendo y permite mas tiempo para analizar.



- Los ejercicios que se realizan en clases. Estos son los que mas me sirvieron para comprender el curso.",MA2001-4 - Otoño 2023,Cálculo en Varias Variables,1,Estilo de Enseñanza y Dinámica de Clases,3,4,MA2001, Otoño 2023,Departamento de ingenieria matematica
"Muy buen profe, su personalidad amistosa hace que sea fácil entusiasmarse con la clase y explica la materia de manera muy clara.

El material de apoyo también muy claro y bien hecho, era fácil resolver cualquier duda solo mirando la presentación o el vídeo de la clase.",CC1000-6 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,6,CC1000, Otoño 2023,Departamento ciencias de la computación
Siempre estaban atentas al trabajo de los estudiantes,CD1100-5 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,1,Experiencia y Organización del Curso,1,5,CD1100, Otoño 2023,Area de innovacion
Tiene paciencia,FI1000-6 - Otoño 2023,Introducción a la Física Clásica,1,Atención y Disposición Docente,1,6,FI1000, Otoño 2023,Departamento de fisica
"sin dudas de los mejores profesores que he tenido en la universidad por no decir que el mejor, durante el semestre fue super atento y cercano con el alumnado, buscando que nosotros aprendieramos no solo la materia sino que sobre la vida.",MA2001-2 - Otoño 2023,Cálculo en Varias Variables,1,Reconocimiento a Profesores y Auxiliares,3,2,MA2001, Otoño 2023,Departamento de ingenieria matematica
.,CC1000-20 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Otros,1,20,CC1000, Otoño 2023,Departamento ciencias de la computación
"Hace la clase bastante activa y llamativa para nosotros los estudiantes ya que nos entrega tips para poder recordar diferentes materias.



Excelente disposición.",MA1001-3 - Otoño 2023,Introducción al Cálculo,1,Atención y Disposición Docente,1,3,MA1001, Otoño 2023,Departamento de ingenieria matematica
Nada,CC1000-20 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Otros,1,20,CC1000, Otoño 2023,Departamento ciencias de la computación
Seria genial hacer un chiste de series de potencia o de alguna materia.,MA2002-1 - Otoño 2023,Cálculo Avanzado y Aplicaciones,0,Estilo de Enseñanza y Dinámica de Clases,4,1,MA2002, Otoño 2023,Departamento de ingenieria matematica
Este comentario va más para los ayudantes que hacían maratones antes del control para repasar toda la materia 🫶,FI1000-2 - Otoño 2023,Introducción a la Física Clásica,1,Evaluaciones y Controles,1,2,FI1000, Otoño 2023,Departamento de fisica
"Algo a mejorar sería la explicación previa de los laboratorios, ya que en estos a veces no se daba la explicación de lo que pedía este mismo y había que sí o sí preguntarle a un auxiliar para entender.",FI1000-10 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,10,FI1000, Otoño 2023,Departamento de fisica
"no mucho que comentar, es bastante completo, solo tal vez ahorrarse el comentario al inicio de las tablets y esta genial, y sobre los celus esta bien.",MA1001-7 - Otoño 2023,Introducción al Cálculo,0,Estilo de Enseñanza y Dinámica de Clases,1,7,MA1001, Otoño 2023,Departamento de ingenieria matematica
Se nota el interés en enseñar y la paciencia para enseñarnos.,CC1000-15 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Atención y Disposición Docente,1,15,CC1000, Otoño 2023,Departamento ciencias de la computación
"Tiene una calidad docente tremenda, muchas veces se nota que los encargados de catedras no tienen formación docente pero el profesor felmer lo hace de manera perfecta, transmite mucho entusiasmo por lo que hace y lo hace de muy buena manera, ademas de tener un equipo increible junto a los 2 auxiliares del ramo",MA1001-9 - Otoño 2023,Introducción al Cálculo,1,Experiencia Educativa,1,9,MA1001, Otoño 2023,Departamento de ingenieria matematica
"Profesor con muy buena disposición, amable siempre con los alumnos y de clases muy didácticas. Conecta muy bien con los alumnos y utiliza herramientas digitales para comprender mejor los conceptos del curso.",MA2601-6 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,1,Calidad de la Enseñanza,3,6,MA2601, Otoño 2023,Departamento de ingenieria matematica
No se que decir,MA1101-6 - Otoño 2023,Introducción al Álgebra,0,Reconocimiento a Profesores y Auxiliares,1,6,MA1101, Otoño 2023,Departamento de ingenieria matematica
Demuestra mucho conocimiento y da datos interesantes lo que permite mantener la atencion. El break es muy util para aliviar el cansacio.,FI2001-3 - Otoño 2023,Mecánica,1,Calidad de la Enseñanza,3,3,FI2001, Otoño 2023,Departamento de fisica
"Las clases eran monótonas y con falta de motivación, por lo que no se faculta tanto el aprendizaje.",MA2601-3 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,0,Estilo de Enseñanza y Dinámica de Clases,3,3,MA2601, Otoño 2023,Departamento de ingenieria matematica
Las catedras daban un poquito de sueño,FI2003-5 - Otoño 2023,Métodos Experimentales,0,Estilo de Enseñanza y Dinámica de Clases,3,5,FI2003, Otoño 2023,Departamento de fisica
"El profe es una leyenda, es una pena que no vaya a volver a dar el ramo porque de verdad explica demasiado bien, siempre tiene ejemplos sobre la materia relacionados con cosas que vemos todos los días, consigue fácilmente despertar interés en sus clases y es en verdad un 7 en todo lo que respecta a docencia y a calidad de ser humano. Sus auxiliares también son increíbles y se complementaban de manera perfecta a lo largo del semestre y sus ayudantes siguieron adelante a pesar de estar llenos de trabajo por culpa de nosotros, mucho amor a todo el cuerpo docente.",FI2001-4 - Otoño 2023,Mecánica,1,Reconocimiento a Profesores y Auxiliares,3,4,FI2001, Otoño 2023,Departamento de fisica
Buenas catedras,BT1211-4 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,4,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Podría utilizar la pizarra para explicar, tal vez se entenderia mejor y mantendria la atencion por mas tiempo. Se podria enseñar en catedra mas informacion que solo el apunte.",MA2601-3 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,0,Estilo de Enseñanza y Dinámica de Clases,3,3,MA2601, Otoño 2023,Departamento de ingenieria matematica
Podría mejorar explicando más detalladamente las actividades de mayor complejidad.,CC1000-1 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,1,CC1000, Otoño 2023,Departamento ciencias de la computación
HUGO GOD Y LOS CABROS QUE CONOCI EN EL GRUPO SON DIOSES :),CD1100-7 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Otros,1,7,CD1100, Otoño 2023,Area de innovacion
"P A U T A S   P O R F A V O R



PORQUE TOPOLOGIA EN EL EXAMEN



PORFAVOR BAJAR NOTA DE EXENCION A 5.0",MA2001-5 - Otoño 2023,Cálculo en Varias Variables,0,Otros,3,5,MA2001, Otoño 2023,Departamento de ingenieria matematica
La sala B010 no era optima para el aprendizaje. los días que se tenían las actividades en grupo sería ideal que se llevarán a cabo en la sala multiuso.,BT1211-9 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,9,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Ni uno,IQ2211-1 - Otoño 2023,Química,1,Otros,3,1,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"Buena onda, carismático hacía la clase mas amena.",MA2601-6 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,1,Estilo de Enseñanza y Dinámica de Clases,3,6,MA2601, Otoño 2023,Departamento de ingenieria matematica
explica muy bien la materia,MA1102-2 - Otoño 2023,Álgebra Lineal,1,Calidad de la Enseñanza,2,2,MA1102, Otoño 2023,Departamento de ingenieria matematica
"Profe Correa: Muy buenas explicaciones y ambiente en las clases, fomentaba la participation muy bien y se preocupaba mucho por nuestras opiniones sobre evaluaciones, siempre estaba abierto a escuchar criticas que tuviéramos y le interesa mucho que aprendamos



Auxiliares: muy comprometidos con que aprendiéramos, buena disposición y todos explicaban muy bien.



Este ramo termino siendo de mis favoritos y eso en gran parte de lo debo al increíble equipo docente. Muchas gracias por todo!",MA2001-1 - Otoño 2023,Cálculo en Varias Variables,1,Experiencia Educativa,3,1,MA2001, Otoño 2023,Departamento de ingenieria matematica
"Bien, entretenidas clases",FI1000-4 - Otoño 2023,Introducción a la Física Clásica,1,Experiencia Educativa,1,4,FI1000, Otoño 2023,Departamento de fisica
"Tiene miles de cosas buenas, su tono de voz es muy bueno, su forma de explayarse es demasiado clara y te introduce al tema. Siento que nunca habia tenido un profe al cual disfrutara escucharlo explicar la materia ya que siempre soy de copiar la pizarra y nada más",FI2001-3 - Otoño 2023,Mecánica,1,Estilo de Enseñanza y Dinámica de Clases,3,3,FI2001, Otoño 2023,Departamento de fisica
Simpático y abierto a discuciones,FI2001-2 - Otoño 2023,Mecánica,1,Atención y Disposición Docente,3,2,FI2001, Otoño 2023,Departamento de fisica
"Explicaba increíblemente bien, sus clases eran entretenidas y didácticas, muy comprensivo con nuestros tiempos y necesidades",MA1001-5 - Otoño 2023,Introducción al Cálculo,1,Experiencia Educativa,1,5,MA1001, Otoño 2023,Departamento de ingenieria matematica
